NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 1-SFP,-1.0,-13.3,23.2,36.1,3.21,NA,NA,NA,NA,NA
Sheberta_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Katarbei,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-5.0,17.6,36.4,3.26,NA,NA,NA,NA,NA
Katarbei,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 1-SFP,-0.1,-13.7,23.2,36.5,3.2,NA,NA,NA,NA,NA
Katarbei,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Rubahino_BG,XS A:SAM_16,oPort 1-SFP,0.5,-9.2,21.2,45.9,3.31,NA,NA,NA,NA,NA
Rubahino_BG,XS B:SAM_16,oPort 1-SFP,0.4,-12.7,20.6,41.0,3.31,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,12.1,34.9,3.27,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Vodopad,XS A:SAM_16,oPort 1-SFP,0.4,-11.1,23.5,47.8,3.31,NA,NA,NA,NA,NA
Vodopad,XS B:SAM_16,oPort 1-SFP,0.6,-17.9,23.4,44.4,3.31,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.4,13.0,36.1,3.27,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Silikatnaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-10.8,22.5,43.0,3.3,NA,NA,NA,NA,NA
Silikatnaya_BG,XS B:SAM_16,oPort 1-SFP,0.5,-17.3,21.2,40.8,3.32,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,13.6,31.6,3.27,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,23.6,52.2,3.3,NA,NA,NA,NA,NA
Taishet_BG,XS B:SAM_16,oPort 1-SFP,0.5,-9.7,24.3,48.6,3.31,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.2,39.6,3.26,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 1-SFP,-9.7,-20.0,17.1,36.8,3.25,NA,NA,NA,NA,NA
Taishet_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Birusa_2,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Birusa_2,XS B:SAM_16,oPort 1-SFP,0.5,-12.0,22.9,46.9,3.31,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.6,39.3,3.27,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Irkutskaya_BG_1,A1:SAM_4,oPort 1-SFP,-11.2,-11.6,25.4,37.8,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,34.4,3.32,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 1-SFP,2.2,-16.9,30.2,30.0,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 2-SFP,-10.7,-11.7,16.0,34.3,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A1:SAM_4,oPort 1-SFP,-10.0,-11.0,30.4,33.0,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A2:SAM_4,oPort 1-SFP,-26.0,-40.0,0.0,30.6,3.35,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 1-SFP,2.1,-18.2,29.7,29.9,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 2-SFP,-2.5,-17.9,21.1,30.0,3.33,NA,NA,NA,NA,NA
UES_BG_1,A1:SAM_1,oPort 1-SFP,-9.3,-12.7,17.5,37.0,3.3,NA,NA,NA,NA,NA
UES_BG_1,A2:SAM_1,oPort 1-SFP,-11.6,-10.2,15.7,37.3,3.3,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 1-SFP,2.1,-21.3,28.5,37.9,3.23,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 2-SFP,2.3,-3.3,16.3,26.7,3.21,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 3-SFP,-0.2,-9.7,25.6,39.9,3.2,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
UES_BG_2,A1:SAM_1,oPort 1-SFP,-10.2,-10.9,18.8,37.6,3.33,NA,NA,NA,NA,NA
UES_BG_2,A2:SAM_1,oPort 1-SFP,-2.6,-12.9,21.3,44.8,3.34,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 1-SFP,1.5,-21.9,13.8,25.5,3.28,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 2-SFP,-11.1,-11.0,16.3,36.3,3.25,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 3-SFP,-2.1,-8.8,25.6,43.5,3.22,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
Studencheskaya,A1:SAM_1,oPort 1-SFP,3.1,-22.2,14.8,25.9,3.31,NA,NA,NA,NA,NA
Studencheskaya,A2:SAM_1,oPort 1-SFP,2.3,-22.8,29.6,28.6,3.39,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 1-SFP,2.3,-19.1,27.7,45.5,3.31,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 2-SFP,-9.9,-22.6,16.6,35.1,3.3,NA,NA,NA,NA,NA
Studencheskaya_2,A1:SAM_1,oPort 1-SFP,-11.6,-11.9,15.5,33.8,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,A2:SAM_1,oPort 1-SFP,-10.7,-11.4,18.6,33.7,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 1-SFP,1.5,-19.2,33.9,46.7,3.29,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 2-SFP,2.3,-15.9,32.9,47.3,3.29,NA,NA,NA,NA,NA
Kirovskaya,A1:SAM_1,oPort 1-SFP,1.4,-21.4,29.8,39.5,3.32,NA,NA,NA,NA,NA
Kirovskaya,A2:SAM_1,oPort 1-SFP,1.6,-10.8,28.5,30.9,3.32,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 1-SFP,1.4,-5.0,29.9,33.4,3.3,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 2-SFP,2.2,-6.0,30.1,32.8,3.3,NA,NA,NA,NA,NA
Kirovskaya_2,A1:SAM_1,oPort 1-SFP,-9.6,-13.3,17.5,28.8,3.31,NA,NA,NA,NA,NA
Kirovskaya_2,A2:SAM_1,oPort 1-SFP,2.0,-11.1,12.6,15.1,3.32,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 1-SFP,1.8,-5.7,30.4,34.2,3.28,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 2-SFP,2.4,-5.0,34.4,34.2,3.28,NA,NA,NA,NA,NA
Oktyabrskaya,A1:SAM_1,oPort 1-SFP,2.7,-11.5,27.0,33.5,3.31,NA,NA,NA,NA,NA
Oktyabrskaya,A2:SAM_1,oPort 1-SFP,1.6,-4.9,27.5,33.5,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A1:SAM_1,oPort 1-SFP,1.8,-14.0,24.9,31.5,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A2:SAM_1,oPort 1-SFP,1.6,-4.1,24.2,30.4,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya,A1:SAM_1,oPort 1-SFP,1.6,-11.0,26.8,38.5,3.32,NA,NA,NA,NA,NA
Pravoberezhnaya,A2:SAM_1,oPort 1-SFP,-9.9,-17.4,15.6,41.3,3.34,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 1-SFP,1.6,-5.4,27.5,40.9,3.3,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 2-SFP,3.6,-5.2,33.5,38.8,3.35,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-10.6,27.2,39.5,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A2:SAM_1,oPort 1-SFP,-9.4,-18.6,16.2,44.3,3.33,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 1-SFP,2.6,-8.9,17.1,34.7,3.27,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 2-SFP,3.5,-6.4,30.1,35.9,3.33,NA,NA,NA,NA,NA
Pivovariha,A1:SAM_1,oPort 1-SFP,-9.9,-13.8,7.8,40.5,3.32,NA,NA,NA,NA,NA
Pivovariha,A2:SAM_1,oPort 1-SFP,1.6,-16.6,32.9,58.8,3.3,NA,NA,NA,NA,NA
Pivovariha_2,A1:SAM_1,oPort 1-SFP,-9.9,-15.1,7.7,40.8,3.34,NA,NA,NA,NA,NA
Pivovariha_2,A2:SAM_1,oPort 1-SFP,2.1,-16.4,34.8,59.4,3.32,NA,NA,NA,NA,NA
Vostochnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-8.1,24.5,34.4,3.35,NA,NA,NA,NA,NA
Vostochnaya_2,A2:SAM_1,oPort 1-SFP,-11.0,-18.3,6.1,34.0,3.32,NA,NA,NA,NA,NA
Vostochnaya,A1:SAM_1,oPort 1-SFP,-1.5,-13.8,17.8,38.6,3.27,NA,NA,NA,NA,NA
Vostochnaya,A2:SAM_1,oPort 1-SFP,-11.7,-15.6,14.9,33.2,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A1:SAM_1,oPort 1-SFP,-11.8,-16.7,16.8,31.5,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-17.7,28.3,39.4,3.31,NA,NA,NA,NA,NA
Pokrovskaya,A1:SAM_1,oPort 1-SFP,-10.8,-15.1,15.9,34.0,3.32,NA,NA,NA,NA,NA
Pokrovskaya,A2:SAM_1,oPort 1-SFP,-10.5,-17.8,16.6,33.8,3.32,NA,NA,NA,NA,NA
Pivzavod,A1:SAM_1,oPort 1-SFP,2.2,-14.3,28.9,54.0,3.33,NA,NA,NA,NA,NA
Pivzavod,A2:SAM_1,oPort 1-SFP,2.3,-24.8,34.5,44.2,3.44,NA,NA,NA,NA,NA
Pivzavod_2,A1:SAM_1,oPort 1-SFP,0.8,-9.6,23.6,45.2,3.32,NA,NA,NA,NA,NA
Pivzavod_2,A2:SAM_1,oPort 1-SFP,2.3,-25.4,26.0,33.0,3.38,NA,NA,NA,NA,NA
Centralnaya,A1:SAM_1,oPort 1-SFP,2.2,-11.6,25.1,39.4,3.33,NA,NA,NA,NA,NA
Centralnaya,A2:SAM_1,oPort 1-SFP,0.9,-7.9,22.4,38.8,3.36,NA,NA,NA,NA,NA
Centralnaya_2,A1:SAM_1,oPort 1-SFP,1.1,-10.5,26.2,40.5,3.32,NA,NA,NA,NA,NA
Centralnaya_2,A2:SAM_1,oPort 1-SFP,2.0,-4.7,23.4,40.2,3.32,NA,NA,NA,NA,NA
Rabochaya,A1:SAM_1,oPort 1-SFP,2.1,-8.7,24.2,46.6,3.31,NA,NA,NA,NA,NA
Rabochaya,A2:SAM_1,oPort 1-SFP,2.4,-10.5,29.6,24.9,3.39,NA,NA,NA,NA,NA
Rabochaya_2,A1:SAM_1,oPort 1-SFP,1.7,-5.4,22.7,41.3,3.32,NA,NA,NA,NA,NA
Rabochaya_2,A2:SAM_1,oPort 1-SFP,1.6,-11.7,28.0,42.9,3.32,NA,NA,NA,NA,NA
Znamenskaya,A1:SAM_1,oPort 1-SFP,2.1,-16.4,24.8,45.3,3.33,NA,NA,NA,NA,NA
Znamenskaya,A2:SAM_1,oPort 1-SFP,3.0,-9.9,27.6,50.3,3.34,NA,NA,NA,NA,NA
Znamenskaya,IOM:SMD1H,oPort 1-SFP,,,,,,,,,,
Znamenskaya,IOM:SMD1H,oPort 2-SFP,,,,,,,,,,
Znamenskaya_2,A1:SAM_1,oPort 1-SFP,1.6,-12.0,23.1,45.6,3.32,NA,NA,NA,NA,NA
Znamenskaya_2,A2:SAM_1,oPort 1-SFP,2.6,-3.7,32.5,46.7,3.32,NA,NA,NA,NA,NA
Karluk,A1:SAM_1,oPort 1-SFP,1.5,-28.9,36.4,35.9,3.39,NA,NA,NA,NA,NA
Karluk,A2:SAM_1,oPort 1-SFP,1.0,-2.1,21.5,40.7,3.29,NA,NA,NA,NA,NA
Karluk_2,A1:SAM_1,oPort 1-SFP,1.5,-22.4,35.9,37.9,3.39,NA,NA,NA,NA,NA
Karluk_2,A2:SAM_1,oPort 1-SFP,1.0,-5.2,22.7,41.1,3.29,NA,NA,NA,NA,NA
Homutovo,A1:SAM_1,oPort 1-SFP,1.0,-1.2,16.1,31.4,3.28,NA,NA,NA,NA,NA
Homutovo,A2:SAM_1,oPort 1-SFP,1.0,-1.7,16.1,31.3,3.28,NA,NA,NA,NA,NA
Homutovo_2,A1:SAM_1,oPort 1-SFP,1.0,-2.8,19.6,32.6,3.3,NA,NA,NA,NA,NA
Homutovo_2,A2:SAM_1,oPort 1-SFP,0.0,-5.4,17.6,32.9,3.31,NA,NA,NA,NA,NA
Bytovaya,A1:SAM_1,oPort 1-SFP,-11.2,-13.8,17.3,38.6,3.32,NA,NA,NA,NA,NA
Bytovaya,A2:SAM_1,oPort 1-SFP,-11.7,-11.9,16.7,38.5,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A1:SAM_1,oPort 1-SFP,-11.4,-22.5,16.2,39.2,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A2:SAM_1,oPort 1-SFP,-10.3,-14.9,16.5,39.1,3.32,NA,NA,NA,NA,NA
Melnikovo,A1:SAM_1,oPort 1-SFP,2.2,-6.8,22.5,44.7,3.33,NA,NA,NA,NA,NA
Melnikovo,A2:SAM_1,oPort 1-SFP,0.9,-6.0,15.6,39.7,3.33,NA,NA,NA,NA,NA
Melnikovo_2,A1:SAM_1,oPort 1-SFP,2.2,-12.3,29.1,30.7,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A2:SAM_1,oPort 1-SFP,1.7,-9.6,18.8,35.4,3.37,NA,NA,NA,NA,NA
IGES_2,A1:SAM_4,oPort 1-SFP,1.4,-13.4,30.1,42.8,3.3,NA,NA,NA,NA,NA
IGES_2,A2:SAM_4,oPort 1-SFP,-10.0,-9.9,10.5,20.9,3.29,NA,NA,NA,NA,NA
PRES,A1:SAM_4,oPort 1-SFP,1.4,-11.0,30.2,56.8,3.25,NA,NA,NA,NA,NA
PRES,A2:SAM_4,oPort 1-SFP,1.2,-13.2,30.2,49.6,3.26,NA,NA,NA,NA,NA
NITEC,A1:SAM_1,oPort 1-SFP,2.0,-7.6,24.0,39.0,3.31,NA,NA,NA,NA,NA
NITEC,A2:SAM_1,oPort 1-SFP,-10.6,-10.6,22.3,39.9,3.33,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 1-SFP,-40.0,-40.0,4.0,22.1,3.28,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,21.7,3.28,NA,NA,NA,NA,NA
NovayaLisiha,A1:SAM_1,oPort 1-SFP,-10.7,-17.7,7.7,40.8,3.32,NA,NA,NA,NA,NA
NovayaLisiha,A2:SAM_1,oPort 1-SFP,-0.5,-13.1,24.2,39.9,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A1:SAM_1,oPort 1-SFP,-10.6,-16.8,7.7,40.9,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A2:SAM_1,oPort 1-SFP,-1.3,-11.2,24.2,42.3,3.3,NA,NA,NA,NA,NA
Stolbovo,A1:SAM_1,oPort 1-SFP,-1.5,-13.0,16.9,34.5,3.27,NA,NA,NA,NA,NA
Stolbovo,A2:SAM_1,oPort 1-SFP,-2.1,-11.2,21.6,36.9,3.28,NA,NA,NA,NA,NA
Stolbovo_2,A1:SAM_1,oPort 1-SFP,2.0,-9.8,28.9,32.7,3.32,NA,NA,NA,NA,NA
Stolbovo_2,A2:SAM_1,oPort 1-SFP,-2.0,-16.1,23.3,30.5,3.35,NA,NA,NA,NA,NA
TEC-7,A1:SAM_1,oPort 1-SFP,-10.7,-17.4,9.6,39.4,3.38,NA,NA,NA,NA,NA
TEC-7,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,30.8,3.31,NA,NA,NA,NA,NA
NITEC_2,A1:SAM_1,oPort 1-SFP,-11.5,-11.2,23.4,36.1,3.32,NA,NA,NA,NA,NA
NITEC_2,A2:SAM_1,oPort 1-SFP,2.1,-15.6,22.6,34.6,3.29,NA,NA,NA,NA,NA
ATS-24,A1:SAM_1,oPort 1-SFP,-10.6,-12.0,7.6,33.6,3.29,NA,NA,NA,NA,NA
ATS-24,A2:SAM_1,oPort 1-SFP,-10.9,-11.6,6.1,32.7,3.28,NA,NA,NA,NA,NA
CUS_BG,XS A:SAM_4,oPort 1-SFP,-10.1,-11.2,9.3,24.7,3.23,NA,NA,NA,NA,NA
CUS_BG,XS B:SAM_4,oPort 1-SFP,1.3,-9.8,30.1,44.5,3.22,NA,NA,NA,NA,NA
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 1-SFP,,,,,,,,,,
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,21.6,3.28,NA,NA,NA,NA,NA
Birusa,A1:SAM_1,oPort 1-SFP,-11.6,-18.3,27.3,43.0,3.28,NA,NA,NA,NA,NA
Birusa,A2:SAM_4,oPort 1-SFP,-0.1,-15.8,12.0,29.3,3.29,NA,NA,NA,NA,NA
Klyuchi,A1:SAM_1,oPort 1-SFP,-10.8,-14.9,26.8,34.4,3.32,NA,NA,NA,NA,NA
Klyuchi,A2:SAM_1,oPort 1-SFP,-2.0,-14.2,9.7,25.7,3.3,NA,NA,NA,NA,NA
TEC-12,A1:SAM_1,oPort 1-SFP,-10.7,-10.0,24.4,36.5,3.28,NA,NA,NA,NA,NA
SES,A1:SAM_4,oPort 1-SFP,-10.4,-13.1,23.7,38.0,3.26,NA,NA,NA,NA,NA
SES,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,41.9,3.29,NA,NA,NA,NA,NA
